id,y_true, length
NC-000009_124893546_aligned_35_R_3_1030_4,0,1024
NC-000001_5259357_aligned_36_F_1200_2191_276,0,3662
NC-000011_120820228_aligned_37_F_5_17844_1,0,17580
NC-000017_1721907_aligned_38_F_0_3254_3,0,3179
NC-000010_63187707_aligned_39_F_1_485_0,0,477
NW-025791774_125072_aligned_40_F_85_2483_39,0,2557
NC-000014_96394203_aligned_41_F_1_4275_7,0,4238
NC-000014_30104328_aligned_42_F_4_3469_13,0,3435
NC-000003_88886252_aligned_43_F_38_4120_0,0,4118
NC-000023_133736985_aligned_44_R_19_5193_23,0,5217
NT-167248_4242328_aligned_45_R_0_3191_1,0,3142
NC-000009_21144585_aligned_46_F_41_5447_22,0,5479
NC-000004_110261003_aligned_47_R_9_1374_0,0,1376
NC-000007_156971643_aligned_48_F_5_1679_5,0,1672
NC-000011_50921609_aligned_49_F_68_6130_1,0,6124
NC-000003_97735935_aligned_50_R_0_3115_0,0,3075
NC-000004_131533333_aligned_51_F_13_3332_23,0,3340
NC-000014_16486721_aligned_52_R_41_5244_10,0,5252
NC-000003_131853685_aligned_53_R_5_4174_53,0,4189
NC-000014_47352630_aligned_54_F_46_11317_2,0,11242
NC-000008_5867290_aligned_55_F_5_562_82,0,627
NC-000023_69965617_aligned_56_R_36_951_0,0,973
NC-000006_110305322_aligned_57_F_1_1540_2,0,1549
NC-000002_104094077_aligned_58_R_7_3446_1,0,3413
NC-000017_72174390_aligned_59_R_1_674_17,0,701
NC-000008_36918257_aligned_60_R_33_4232_6,0,4236
NC-000011_88378787_aligned_61_F_30_1498_4,0,1498
NC-000022_38646075_aligned_62_R_690_5625_1272,0,7501
NT-187505_31375_aligned_63_F_14_3960_17,0,3930
NC-000007_36051047_aligned_64_F_1_4881_1,0,4791
NC-000002_73656480_aligned_65_R_2_7619_3,0,7538
NC-000005_13505221_aligned_66_R_0_565_0,0,559
NC-000004_129995077_aligned_67_F_7_3884_0,0,3822
NC-000008_143894363_aligned_68_R_38_898_9,0,950
NC-000001_191300666_aligned_69_R_7_3104_5,0,3113
NC-000013_89008303_aligned_70_R_4_1133_21,0,1129
NW-025791761_173083_aligned_71_F_22_5814_0,0,5738
NC-000004_6394893_aligned_72_R_27_3048_0,0,3044
NW-025791769_420306_aligned_73_R_21_2255_15,0,2241
NC-000002_149119256_aligned_74_F_3_2745_14,0,2740
NC-000007_123018998_aligned_75_F_292_4359_3,0,4584
NC-000002_39552944_aligned_76_R_82_9509_0,0,9463
NC-000020_36289074_aligned_77_F_52_4185_0,0,4176
NC-000002_40968364_aligned_78_R_6_5459_6,0,5392
NC-000011_27341300_aligned_79_R_0_5498_0,0,5428
NC-000011_72689126_aligned_80_R_0_2159_0,0,2135
NC-000023_62408201_aligned_81_R_10_3763_2,0,3724
NC-000001_203392118_aligned_82_F_2_1604_0,0,1590
NC-000001_106476209_aligned_83_F_91_3077_88,0,3261
NC-000023_63092523_aligned_84_R_38_5479_1,0,5433
NC-000015_45027521_aligned_85_F_10_11096_33,0,11037
NC-000019_25436185_aligned_86_F_2_4406_0,0,4337
NC-000002_189945390_aligned_87_R_1_2416_9,0,2402
NC-000003_115171890_aligned_88_R_1_1753_36,0,1736
NW-012132919_149336_aligned_89_R_90_2946_1,0,3022
NC-000009_10972005_aligned_90_R_646_4859_3,0,5447
NC-000007_30456248_aligned_91_R_16_2983_7,0,2973
NC-000004_96891170_aligned_92_R_5_450_23,0,463
NC-000006_131951419_aligned_93_F_0_3182_5,0,3159
NC-000002_104982349_aligned_94_F_72_6667_1,0,6613
NC-000005_49597590_aligned_95_F_4_2191_0,0,2148
NC-000012_7222200_aligned_96_R_91_3433_1,0,3448
NC-000024_44034174_aligned_97_R_3_2692_1,0,2627
NC-000001_152839167_aligned_98_F_5_10948_2,0,10768
NC-000010_78266808_aligned_99_F_1_1748_16,0,1725
NC-000014_12223084_aligned_100_R_107_2509_2,0,2586
NC-000006_119581448_aligned_101_F_2411_4511_6,0,6853
NC-000001_1912336_aligned_102_F_34_2999_0,0,3001
NC-000010_54224263_aligned_103_F_15_8136_10,0,8058
NC-000008_42478993_aligned_104_R_51_6909_0,0,6862
NC-000004_103798778_aligned_105_R_16_1668_0,0,1666
NC-000004_174510687_aligned_106_F_0_5481_0,0,5434
NC-000002_41173806_aligned_107_R_4_2004_11,0,1974
NC-000004_177453638_aligned_108_F_4_3436_4,0,3450
NC-000003_61764283_aligned_109_F_31_2755_10,0,2759
NC-000003_195642048_aligned_110_F_0_2825_0,0,2770
NC-000016_60353377_aligned_111_F_0_666_1,0,651
NC-000004_120936919_aligned_112_R_0_3775_0,0,3764
NC-000009_41186863_aligned_113_F_26_4633_1,0,4568
NC-000013_12242086_aligned_114_F_4701_6180_647,0,11438
NC-000009_81457575_aligned_115_R_3_6045_4,0,5956
NC-000013_98691565_aligned_116_F_4_2338_0,0,2321
NC-000021_22415179_aligned_117_R_0_3673_0,0,3585
NC-000010_10975994_aligned_118_F_0_12002_0,0,11929
NC-000021_4968009_aligned_119_R_8_5450_6,0,5335
NC-000007_80699810_aligned_120_R_97_2895_192,0,3158
NT-187654_43467_aligned_121_R_0_2545_0,0,2518
NC-000004_174597815_aligned_122_F_35_6824_0,0,6722
NC-000020_17050656_aligned_123_R_30_2765_13,0,2764
NW-003571056_984842_aligned_124_F_1_2126_27,0,2122
NC-000016_23025791_aligned_125_R_5_1529_52,0,1563
NC-000005_164016714_aligned_126_R_11_2782_8,0,2772
NC-000016_82232170_aligned_127_F_1_2480_0,0,2473
NC-000006_109792838_aligned_128_F_1_10824_0,0,10656
NC-000010_78809392_aligned_129_R_70_2968_0,0,2982
NC-000009_103327389_aligned_130_R_2_5361_4,0,5279
NC-000011_101485733_aligned_131_F_0_2314_2,0,2285
NC-000010_7863682_aligned_132_F_0_1217_2,0,1197
NC-000024_1875081_aligned_133_F_313_4793_189,0,5222
NC-000012_37539321_aligned_134_R_15_5763_11,0,5751
NW-021159996_63065_aligned_135_R_5_7613_1,0,7451
NC-000012_82971823_aligned_136_R_37_4007_0,0,4017
NC-000002_95347053_aligned_137_R_5_4056_16,0,4070
NC-000015_15999224_aligned_138_F_1_2474_20,0,2472
NC-000008_2973581_aligned_139_R_40_4935_0,0,4916
NC-000001_8478794_aligned_140_F_0_7741_0,0,7569
NC-000004_174502825_aligned_141_F_5_1865_8,0,1844
NC-000002_104679498_aligned_142_F_254_1049_460,0,1762
NC-000008_89830093_aligned_143_R_15_1388_0,0,1396
NT-167245_991862_aligned_144_R_14_1327_0,0,1319
NC-000010_700712_aligned_145_F_0_2249_1,0,2183
NC-000006_75413613_aligned_146_F_3_4092_11,0,4069
NC-000007_106188446_aligned_147_R_0_1608_0,0,1598
NC-000001_104761944_aligned_148_R_2065_2971_2,0,4964
NC-000015_86974795_aligned_149_F_5_5239_5,0,5162
NC-000014_10580323_aligned_150_R_46_2365_22,0,2376
NC-000007_38583470_aligned_151_R_1_2459_5,0,2449
NC-000023_89893759_aligned_152_F_0_2297_0,0,2280
NC-000002_24453577_aligned_153_R_0_2989_0,0,2961
NC-000005_98182084_aligned_154_F_2_2935_39,0,2937
NC-000004_185228437_aligned_155_F_2_5909_1,0,5857
NC-000001_184283810_aligned_156_R_3_3290_16,0,3294
NC-000019_19236645_aligned_157_R_5_1930_0,0,1889
NC-000006_123427775_aligned_158_F_4_5650_10,0,5606
NC-000024_13489064_aligned_159_F_23_4507_13,0,4508
NC-000007_34749631_aligned_160_F_59_1374_0,0,1428
NT-167247_2760077_aligned_161_F_56_6338_560,0,6843
NC-000005_141591799_aligned_162_R_0_1168_0,0,1137
NC-000003_71868000_aligned_163_R_0_5339_0,0,5270
NC-000014_68617276_aligned_164_F_73_4443_5,0,4463
NC-000015_70011903_aligned_165_R_42_3066_115,0,3183
NC-000009_957481_aligned_166_R_2508_1544_33,0,4090
NC-000011_126771597_aligned_167_F_30_11572_0,0,11553
NC-000021_43060419_aligned_168_F_23_4589_0,0,4545
NC-000007_147165764_aligned_169_F_2307_2500_24,0,4817
NC-000011_60203469_aligned_170_R_20_3841_0,0,3806
NC-000006_108184061_aligned_171_R_9_9414_71,0,9362
NC-000022_12312410_aligned_172_F_0_4373_0,0,4321
NC-000019_22877613_aligned_173_F_30_1787_2,0,1821
NC-000009_127368004_aligned_174_F_86_10867_13,0,10847
NC-000013_37507476_aligned_175_F_46_2454_0,0,2472
NC-000011_126183033_aligned_176_R_0_5255_0,0,5212
NC-000003_122850821_aligned_177_R_4_4626_11,0,4540
NC-000022_46770811_aligned_178_R_24_4478_0,0,4444
NC-000003_194267474_aligned_179_R_0_1402_3,0,1369
NC-000017_62457994_aligned_180_R_0_2067_0,0,2054
NC-000012_63814916_aligned_181_F_1981_1992_22,0,3977
NC-000008_83387020_aligned_182_F_26_3040_33,0,3101
NC-000009_116927492_aligned_183_R_3_20038_0,0,19762
NC-000003_65455574_aligned_184_R_12_1161_1,0,1152
NC-000005_123159126_aligned_185_R_3_2997_4,0,2951
NC-000004_29790927_aligned_186_R_1872_1715_2,0,3582
NC-000003_83216988_aligned_187_R_0_1375_1,0,1326
NC-000009_39885580_aligned_188_R_21_914_12,0,917
NC-000002_80837150_aligned_189_R_0_5119_0,0,5069
NC-000001_222158495_aligned_190_F_18_5152_0,0,5102
NC-000005_6619693_aligned_191_F_36_2144_0,0,2135
NC-000006_37459962_aligned_192_R_449_5886_129,0,6406
NC-000008_103679634_aligned_193_F_1965_518_24,0,2508
NC-000017_54595218_aligned_194_F_1528_3371_18,0,4865
NC-000003_117093533_aligned_195_F_0_6085_0,0,6060
NC-000018_28933755_aligned_196_F_1_446_0,0,446
NC-000012_61508706_aligned_197_R_16_21243_0,0,21053
NC-000017_19866272_aligned_198_R_29_12945_0,0,12798
NC-000011_40312389_aligned_199_F_16_5782_4,0,5690
NC-000018_10928194_aligned_200_R_38_7658_9,0,7612
NT-167249_3918918_aligned_201_R_2_2863_17,0,2841
NC-000003_84953476_aligned_202_R_11_1979_5,0,1994
NC-000023_29330361_aligned_203_F_0_834_0,0,835
NC-000004_98584159_aligned_204_R_0_3743_0,0,3634
NC-000002_55653855_aligned_205_F_28_4770_5,0,4690
NC-000016_5513214_aligned_206_F_2_7140_0,0,7014
NC-000018_40025127_aligned_207_F_17_4412_3,0,4389
NC-000001_191068086_aligned_208_R_2_2790_4,0,2745
NC-000004_65889005_aligned_209_R_13_2477_1,0,2418
NC-000012_60128868_aligned_210_F_2_3753_0,0,3732
NC-000018_47033182_aligned_211_F_10_3978_4,0,3913
NC-000016_49080072_aligned_212_F_16_2658_0,0,2640
NC-000015_60917507_aligned_213_F_12_2223_0,0,2193
NC-000003_145602000_aligned_214_R_0_2169_0,0,2137
NC-000003_19467131_aligned_215_F_0_5470_0,0,5379
NC-000019_10774268_aligned_216_F_354_1353_7,0,1696
NC-000018_77311803_aligned_217_F_48_328_1,0,378
NC-000023_69213705_aligned_218_F_14_3531_20,0,3505
NC-000001_172711950_aligned_219_F_30_2049_0,0,2065
NC-000023_29222017_aligned_220_R_0_4326_0,0,4272
NC-000004_68776838_aligned_221_F_1_4319_1,0,4306
NC-000003_67248386_aligned_222_R_10_6996_12,0,6971
NC-000011_73363364_aligned_223_R_6_3998_0,0,3927
NC-000007_7368957_aligned_224_R_0_4418_0,0,4304
NC-000007_90909428_aligned_225_R_4_372_0,0,373
NC-000013_24473059_aligned_226_F_52_1334_0,0,1347
NC-000007_74523811_aligned_227_F_38_5219_2,0,5234
NC-000015_97176062_aligned_228_R_12_4291_0,0,4267
NC-000014_93236665_aligned_229_F_5_19466_0,0,19179
NC-000012_97169639_aligned_230_F_0_4786_0,0,4736
NC-000006_105391892_aligned_231_F_108_3261_234,0,3564
NC-000008_128459628_aligned_232_R_11_3936_8,0,3815
NC-000008_129046292_aligned_233_R_2_4256_2,0,4195
NC-000019_53779953_aligned_234_F_0_2936_2,0,2899
NC-000009_89225452_aligned_235_F_3_3316_2,0,3271
NW-025791761_93373_aligned_236_R_8_2078_38,0,2126
NC-000019_57830770_aligned_237_F_13_4740_0,0,4632
NC-000021_28218886_aligned_238_F_1_4580_7,0,4541
NC-000012_96055773_aligned_239_F_36_4218_0,0,4187
NC-000002_70671646_aligned_240_F_283_2523_12,0,2779
NC-000001_169694723_aligned_241_F_0_3759_0,0,3721
NC-000003_106455846_aligned_242_F_1_14322_0,0,14102
NC-000001_95623283_aligned_243_F_6_2103_0,0,2112
NC-000009_69500449_aligned_244_R_0_4856_0,0,4769
NC-000018_70050977_aligned_245_F_1146_8052_76,0,9157
NC-000010_65357628_aligned_246_R_21_9942_6,0,9870
NC-000019_28777459_aligned_247_R_21_3261_0,0,3231
NC-000005_163159544_aligned_248_F_0_8911_0,0,8839
NC-000010_23476751_aligned_249_R_0_2833_0,0,2796
NW-009646197_255937_aligned_250_F_28_8427_14,0,8387
NC-000002_231355366_aligned_251_F_1_4956_17,0,4943
NC-000002_57097253_aligned_252_F_1_522_4,0,505
NC-000005_46231859_aligned_253_F_0_2775_0,0,2721
NC-000018_49645280_aligned_254_R_0_2802_3,0,2731
NC-000009_126168993_aligned_255_R_30_4040_1,0,3999
NC-000003_100452906_aligned_256_F_5_3478_30,0,3446
NC-000002_156667455_aligned_257_F_4_765_17,0,758
NC-000015_48147644_aligned_258_F_228_3989_14,0,4233
NC-000010_29010143_aligned_259_R_31_3471_9,0,3444
NT-187498_367_aligned_260_R_0_3672_0,0,3614
NC-000010_11135402_aligned_261_F_10_2432_134,0,2543
NC-000002_70511730_aligned_262_F_0_1713_0,0,1694
NC-000002_227790701_aligned_263_R_0_4242_0,0,4192
NC-000004_12751216_aligned_264_R_17_4086_0,0,4048
NC-000002_187148042_aligned_265_F_7_2181_17,0,2163
NC-000005_100973024_aligned_266_F_16_1601_0,0,1620
NC-000011_85448696_aligned_267_F_0_422_0,0,423
NC-000005_110109299_aligned_268_F_97_1697_1323,0,3106
NC-000010_29105764_aligned_269_F_31_2019_10,0,2048
NT-187660_4618933_aligned_270_F_37_4193_0,0,4196
NC-000018_68024677_aligned_271_F_46_4473_2046,0,6505
NT-187535_97031_aligned_272_F_12_3710_19,0,3689
NC-000013_33970882_aligned_273_F_14_6978_8,0,6849
NC-000006_5213520_aligned_274_F_97_4265_153,0,4454
NC-000024_52274113_aligned_275_F_0_4194_2,0,4111
NC-000014_10221594_aligned_276_R_11_1396_6,0,1402
NC-000009_125009962_aligned_277_F_18_5442_1,0,5391
NC-000002_153650629_aligned_278_F_3_404_0,0,406
NC-000023_60422514_aligned_279_R_0_1365_0,0,1353
NC-000009_108592048_aligned_280_F_463_268_351,0,1092
NC-000003_175560603_aligned_281_R_49_3707_31,0,3804
NC-000007_12047511_aligned_282_R_27_1118_76,0,1203
NC-000007_71358755_aligned_283_R_19_1142_2,0,1164
NC-000009_24277956_aligned_284_F_0_3093_0,0,3043
NC-000015_8952456_aligned_285_F_5_317_2394,0,2695
NC-000001_90389427_aligned_286_R_7_2857_2,0,2839
NC-000008_75148922_aligned_287_R_3_4383_0,0,4294
NW-025791759_21997_aligned_288_F_0_3652_0,0,3611
NC-000005_125709938_aligned_289_R_26_5265_1,0,5213
NC-000024_9220881_aligned_290_R_65_2817_1,0,2865
NC-000001_239671762_aligned_291_R_0_3148_0,0,3115
NC-000021_42427002_aligned_292_R_11_8433_21,0,8300
NC-000001_191779164_aligned_293_R_44_888_19,0,931
NC-000011_16854183_aligned_294_F_8_781_0,0,803
NC-000023_38732441_aligned_295_R_23_2175_4,0,2171
NC-000014_89857356_aligned_296_R_1_4713_12,0,4628
NC-000009_10330567_aligned_297_R_1_2600_0,0,2574
NC-000016_17457298_aligned_298_F_40_333_1,0,375
NC-000018_47254488_aligned_299_R_537_5562_962,0,6999
NC-000011_32581833_aligned_300_F_18_2353_0,0,2319
NC-000001_151232494_aligned_301_R_1_432_18,0,448
NC-000009_80371046_aligned_302_F_0_745_0,0,739
NC-000020_3270061_aligned_303_F_239_4080_1,0,4302
NC-000013_81539732_aligned_304_F_1_2167_10,0,2136
NC-000003_110093636_aligned_305_R_4_3291_13,0,3273
NC-000020_54864873_aligned_306_R_8_1938_214,0,2130
NC-000005_59390232_aligned_307_F_978_4396_9,0,5314
NC-000009_65474850_aligned_308_F_0_485_0,0,487
NC-000001_235040178_aligned_309_F_1_2008_0,0,2003
NC-000002_160683624_aligned_310_R_24_14155_812,0,14853
NC-000003_179278602_aligned_311_R_0_7338_0,0,7258
NC-000009_79475886_aligned_312_F_0_3519_0,0,3468
NC-000007_159071724_aligned_313_R_30_3798_15,0,3854
NC-000010_100855522_aligned_314_R_13_1927_0,0,1884
NC-000011_57359197_aligned_315_R_20_3308_10,0,3302
NC-000022_13848943_aligned_316_F_19_3872_0,0,3842
NC-000007_114645668_aligned_317_F_0_3197_0,0,3154
NC-000023_75828294_aligned_318_R_16_7086_0,0,7045
NC-000002_41695864_aligned_319_R_13_3528_0,0,3524
NW-025791786_91120_aligned_320_R_2_5458_46,0,5431
NC-000002_153919236_aligned_321_R_26_1999_1,0,2010
NC-000002_88528363_aligned_322_F_34_4314_13,0,4270
NC-000006_83333560_aligned_323_R_489_4494_1260,0,6159
NC-000007_131861142_aligned_324_R_8_6406_0,0,6322
NC-000005_122982438_aligned_325_F_73_15972_0,0,15780
NC-000005_128553586_aligned_326_F_1892_8968_369,0,11104
NC-000015_36075506_aligned_327_F_2_3232_0,0,3163
NC-000003_170394771_aligned_328_R_0_2435_5,0,2439
NC-000011_21897915_aligned_329_R_29_15105_7,0,14885
NW-018654717_985681_aligned_330_F_2_1662_2,0,1630
NC-000018_66278303_aligned_331_F_21_529_0,0,539
NC-000003_121317747_aligned_332_F_1_5530_2,0,5488
NC-000001_217985767_aligned_333_F_2_6580_3,0,6528
NC-000003_86229450_aligned_334_F_16_13240_0,0,13056
NC-000005_164492791_aligned_335_F_0_4423_0,0,4350
NC-000001_97111282_aligned_336_F_17_3689_0,0,3637
NC-000021_37961142_aligned_337_R_5_6257_13,0,6186
NC-000013_56415024_aligned_338_R_32_4128_0,0,4123
NC-000016_80736029_aligned_339_F_4_2926_0,0,2885
NC-000006_15695658_aligned_340_F_11_3480_35,0,3541
NC-000001_73384234_aligned_341_R_32_6643_8,0,6477
NC-000008_50976274_aligned_342_R_508_1607_929,0,3002
NC-000005_79413496_aligned_343_R_41_5594_0,0,5585
NC-000004_188536403_aligned_344_R_0_3022_0,0,2959
NC-000001_63314672_aligned_345_R_2_2960_13,0,2933
NC-000007_110026835_aligned_346_F_18_3454_0,0,3411
NC-000017_26384913_aligned_347_F_28_1798_1,0,1838
NC-000010_104768147_aligned_348_F_9_20245_23,0,20118
NC-000012_67268725_aligned_349_R_7_3645_11,0,3635
NC-000012_22313174_aligned_350_R_3584_3772_890,0,8189
NC-000007_113559580_aligned_351_F_2_4300_0,0,4274
NT-187666_91473_aligned_352_F_0_2167_0,0,2084
NC-000001_195948685_aligned_353_F_1_3514_2,0,3461
NC-000010_108909306_aligned_354_R_0_3276_6,0,3252
NC-000003_87493046_aligned_355_R_0_7875_0,0,7761
NC-000001_241221364_aligned_356_R_9_2915_0,0,2910
NC-000010_31705527_aligned_357_F_1_6979_52,0,6939
NC-000009_120042737_aligned_358_R_5_1591_9,0,1586
NW-016107314_94731_aligned_359_R_17_5593_105,0,5711
NC-000001_104010621_aligned_360_R_0_614_0,0,620
NC-000005_30554161_aligned_361_F_1_4544_0,0,4420
NC-000001_82410941_aligned_362_F_5_1763_2,0,1737
NC-000001_79918466_aligned_363_R_1_7482_0,0,7412
NC-000004_175224862_aligned_364_R_390_2772_2538,0,5642
NW-014040929_89842_aligned_365_R_3_3802_5,0,3747
NC-000001_92686677_aligned_366_F_17_5671_25,0,5595
NC-000006_134239719_aligned_367_R_65_6019_1,0,6072
NW-025791814_734330_aligned_368_F_0_2541_8,0,2508
NC-000018_75200243_aligned_369_R_16_7762_0,0,7655
NC-000011_38123417_aligned_370_F_15_9005_28,0,8944
NC-000011_75446530_aligned_371_F_39_5236_2,0,5238
NC-000006_144145829_aligned_372_R_8_1530_0,0,1505
NC-000018_57385764_aligned_373_R_2_4189_0,0,4147
NC-000001_63305550_aligned_374_F_31_3609_58,0,3657
NC-000007_68404156_aligned_375_F_21_952_10,0,966
NC-000023_88315596_aligned_376_R_2_6106_0,0,6075
NC-000010_20220131_aligned_377_R_2_2348_15,0,2338
NC-000006_39401703_aligned_378_R_0_3854_0,0,3829
NC-000006_116866896_aligned_379_R_95_3827_1351,0,5269
NT-187614_1050818_aligned_380_F_1_1828_17,0,1834
NC-000014_96036425_aligned_381_R_0_2458_1,0,2430
NC-000006_127336970_aligned_382_R_11_1302_47,0,1339
NC-000017_71669866_aligned_383_F_20_3565_10,0,3533
NC-000011_94703277_aligned_384_F_10_4742_221,0,4970
NC-000010_59292950_aligned_385_F_16_4406_7,0,4382
NC-000008_135351680_aligned_386_R_0_2666_0,0,2613
NC-000008_27274909_aligned_387_F_1_3194_5,0,3168
NC-000016_76379302_aligned_388_F_30_4462_0,0,4379
NC-000023_22083826_aligned_389_R_1_1650_1,0,1594
NC-000023_75653140_aligned_390_F_22_2264_0,0,2262
NC-000013_899033_aligned_391_R_0_1995_0,0,1952
NC-000005_72637069_aligned_392_R_40_3274_0,0,3275
NC-000011_38141803_aligned_393_R_16_6879_95,0,6881
NC-000006_12861565_aligned_394_F_23_7525_6,0,7435
NC-000006_126830778_aligned_395_F_16_3926_0,0,3929
NC-000005_178903959_aligned_396_R_0_297_0,0,282
NT-167246_2085825_aligned_397_F_0_706_0,0,709
NC-000012_104728405_aligned_398_F_5_7388_0,0,7346
NC-000012_15970096_aligned_399_R_0_4536_0,0,4469
NC-000001_91253362_aligned_400_R_77_6504_0,0,6497
NC-000008_119824414_aligned_401_R_7_6560_31,0,6519
NC-000003_37060049_aligned_402_F_2_3054_1,0,3039
NC-000001_94757670_aligned_403_R_18_7090_0,0,6995
NC-000003_20961001_aligned_404_F_2_858_0,0,855
NC-000008_126779147_aligned_405_F_1_1860_2,0,1843
NC-000009_119183805_aligned_406_F_0_2541_4,0,2524
NC-000013_89924318_aligned_407_F_1_4289_1,0,4267
NC-000013_54632480_aligned_408_F_101_4563_1,0,4547
NC-000020_58334855_aligned_409_R_2_4501_0,0,4429
NC-000003_195077507_aligned_410_F_0_4517_0,0,4495
NC-000008_76986527_aligned_411_R_11_3738_13,0,3688
NC-000006_22492706_aligned_412_R_0_1322_0,0,1306
NC-000017_74665964_aligned_413_R_12_2166_6,0,2152
NT-167247_1468957_aligned_414_F_0_953_0,0,938
NC-000004_24857477_aligned_415_F_18_2813_0,0,2824
NW-003571059_954523_aligned_416_F_1_2315_0,0,2332
NC-000006_93458070_aligned_417_R_9_4258_2,0,4169
NC-000011_20632505_aligned_418_R_27_4901_17,0,4862
NC-000007_1110579_aligned_419_F_162_5075_3,0,5172
NC-000019_14434389_aligned_420_F_6_2337_8,0,2329
NC-000008_117578323_aligned_421_R_311_3957_196,0,4412
NC-000007_44259736_aligned_422_R_20_4995_1,0,4859
NC-000023_76419745_aligned_423_F_20_2024_11,0,2023
NC-000002_2497848_aligned_424_R_211_2887_427,0,3481
NC-000024_37014141_aligned_425_F_7_2539_6,0,2498
NC-000007_13712796_aligned_426_F_20_930_48,0,970
NC-000008_27279273_aligned_427_R_20_6071_32,0,6069
NC-000020_31746106_aligned_428_R_18_14785_1,0,14541
NC-000002_205654946_aligned_429_R_3_1529_16,0,1538
NC-000011_72814312_aligned_430_R_30_5743_0,0,5718
NC-000002_203238333_aligned_431_R_26_3401_5,0,3386
NC-000013_85645223_aligned_432_F_16_1626_0,0,1620
NC-000010_65082647_aligned_433_R_6_3340_39,0,3356
NC-000002_91267555_aligned_434_R_371_468_1919,0,2737
NC-000016_54596098_aligned_435_R_1_1536_15,0,1539
NC-000010_127196398_aligned_436_R_11_3897_3,0,3818
NC-000023_47914423_aligned_437_R_5_4262_46,0,4271
NC-000007_49258273_aligned_438_R_1_2131_3,0,2101
NT-167247_3648226_aligned_439_R_1_1501_0,0,1519
NC-000012_16495582_aligned_440_R_0_1097_0,0,1062
NC-000012_123830794_aligned_441_R_3_15118_1,0,14958
NC-000004_178461889_aligned_442_F_1_9852_5,0,9686
NC-000023_137169304_aligned_443_F_27_1917_14,0,1923
NC-000017_51376645_aligned_444_F_21_419_101,0,535
NC-000012_16624189_aligned_445_R_5_6612_4,0,6530
NW-003315915_200089_aligned_446_F_12_3812_5,0,3724
NC-000014_94318643_aligned_447_F_0_2259_0,0,2221
NW-011332701_4285934_aligned_448_F_0_6510_0,0,6406
NC-000007_106667845_aligned_449_F_15_4504_16,0,4470
NC-000015_20700231_aligned_450_R_4_3427_13,0,3353
NC-000008_104926228_aligned_451_R_16_7752_11,0,7649
NC-000005_41587942_aligned_452_F_20_5152_2,0,5118
NC-000008_122646099_aligned_453_F_1_2632_3,0,2622
NC-000002_241433740_aligned_454_R_0_1287_0,0,1272
NC-000001_175332472_aligned_455_R_0_2609_0,0,2535
NC-000008_34451309_aligned_456_F_21_3653_0,0,3539
NT-187660_1074846_aligned_457_R_0_1934_0,0,1892
NC-000010_121743427_aligned_458_R_15_5854_11,0,5801
NC-000004_48596931_aligned_459_F_10_1514_7,0,1524
NC-000006_113584283_aligned_460_R_3_2517_0,0,2444
NC-000001_94043413_aligned_461_R_49_1205_1,0,1216
NC-000002_70498239_aligned_462_F_17_4852_12,0,4831
NC-000009_27563114_aligned_463_F_4_3711_14,0,3698
NC-000015_15012815_aligned_464_R_9_6899_4,0,6750
NC-000018_29339783_aligned_465_R_1_529_15,0,553
NW-025791777_83175_aligned_466_F_0_3949_0,0,3895
NC-000023_19553040_aligned_467_R_0_1736_0,0,1706
