id,y_true, length
NW-024704754_2901707_aligned_66_F_1_2979_1,1,2958
NW-024704760_5162796_aligned_67_F_3606_6732_255,1,10500
NW-024704746_37596613_aligned_68_F_0_1177_0,1,1159
NW-024704743_23330389_aligned_69_R_2_5441_14,1,5379
NW-024704754_14020839_aligned_70_R_23_5807_1,1,5751
NW-024704748_24136009_aligned_71_F_0_4509_0,1,4454
NW-024704742_86261035_aligned_72_R_2_3729_0,1,3676
NW-024704744_77095857_aligned_73_R_22_5427_1,1,5436
NW-024704749_23024774_aligned_74_F_0_2376_0,1,2326
NW-024704744_29270127_aligned_75_R_12_4505_0,1,4489
NW-024704766_774596_aligned_76_R_0_6732_0,1,6683
NW-024704757_9133080_aligned_77_R_38_4193_28,1,4147
NW-024704759_12898824_aligned_78_F_19_4905_0,1,4868
NW-024704744_64512829_aligned_79_F_0_4826_0,1,4787
NW-024704743_40971740_aligned_80_F_0_3368_0,1,3334
NW-024704825_137632_aligned_81_F_1_4566_1,1,4541
NW-024704773_1328071_aligned_82_R_11_1637_3,1,1619
NW-024704756_5802741_aligned_83_R_38_8950_1,1,8959
NW-024704745_15833081_aligned_84_R_906_5956_2859,1,9613
NW-024704742_133547279_aligned_85_F_12_1269_0,1,1253
NW-024704750_20582541_aligned_86_R_29_3081_55,1,3145
NW-024704745_51552684_aligned_87_R_28_3897_16,1,3883
NW-024704752_10607209_aligned_88_R_0_3288_0,1,3276
NW-024704764_8699293_aligned_89_F_0_2555_0,1,2499
NW-024704744_5318013_aligned_90_R_29_3968_0,1,3969
NW-024704744_51892908_aligned_91_F_2_3042_2,1,3009
NW-024704742_74173986_aligned_92_R_204_2786_1,1,2974
NW-024704742_125502517_aligned_93_R_19_6510_10,1,6410
NW-024704752_18931404_aligned_94_F_7_6385_11,1,6333
NW-024704743_93053313_aligned_95_R_18_21391_0,1,21085
NW-024704753_2194234_aligned_96_F_26_5719_16,1,5689
NW-024704750_3182970_aligned_97_R_173_3926_413,1,4485
NW-024704753_17098291_aligned_98_F_4_4050_0,1,3998
NW-024704742_34875481_aligned_99_F_197_2427_2,1,2588
NW-024704743_116362968_aligned_100_R_50_5831_28,1,5842
NW-024704742_112328106_aligned_101_R_14_16463_45,1,16231
NW-024705046_31501_aligned_102_F_3_4305_0,1,4252
NW-024704748_11219770_aligned_103_R_1_6196_2,1,6135
NW-024704746_68142475_aligned_104_F_21_1330_45,1,1357
NW-024704895_36605_aligned_105_F_11_831_6,1,831
NW-024704744_45964289_aligned_106_F_0_9054_0,1,8947
NW-024705565_13252_aligned_107_F_0_4201_0,1,4180
NW-024705186_5285_aligned_108_F_13_751_2,1,753
NW-024704753_16612694_aligned_109_R_6_3410_14,1,3404
NW-024704744_7359794_aligned_110_F_8_3387_23,1,3349
NW-024704744_98786745_aligned_111_F_31_4271_0,1,4211
NW-024704747_16197776_aligned_112_R_1_3353_0,1,3338
NW-024704744_31128684_aligned_113_F_0_3413_0,1,3381
NW-024704750_20097386_aligned_114_R_4_8850_8,1,8707
NW-024704743_18356940_aligned_115_F_3_5825_8,1,5782
NW-024704770_3346543_aligned_116_F_333_1913_297,1,2524
NW-024704793_187599_aligned_117_R_2_2621_0,1,2607
NW-024704773_3626487_aligned_118_F_3_1538_5,1,1532
NW-024704749_4010235_aligned_119_F_21_18587_0,1,18294
NW-024704745_78727764_aligned_120_F_5_909_14,1,905
NW-024704759_3834828_aligned_121_R_0_3876_0,1,3808
NW-024704764_6085754_aligned_122_R_4_3389_0,1,3326
NW-024704742_3159337_aligned_123_R_281_3790_5,1,4030
NW-024704752_6641094_aligned_124_F_0_3175_0,1,3108
NW-024704750_19997191_aligned_125_R_2515_6069_52,1,8583
NW-024704745_45797011_aligned_126_R_23_1243_8,1,1274
NW-024704742_83806134_aligned_127_F_116_1940_1,1,2049
NW-024704750_6878217_aligned_128_R_1_578_2,1,554
NW-024704757_5670682_aligned_129_F_47_4120_0,1,4087
NW-024704742_82122257_aligned_130_R_0_4619_0,1,4505
NW-024704745_21157940_aligned_131_R_4_3630_10,1,3560
NW-024704742_82146669_aligned_132_F_1362_4770_24,1,6102
NW-024704744_50059416_aligned_133_F_21_2034_0,1,2071
NW-024704750_10418987_aligned_134_F_0_2774_12,1,2777
NW-024704750_14787898_aligned_135_F_3_2584_0,1,2559
NW-024704744_94823322_aligned_136_R_0_1626_13,1,1634
NW-024704752_9815526_aligned_137_F_0_2057_0,1,2042
NW-024704742_82164195_aligned_138_F_46_6356_6,1,6302
NW-024704742_22667823_aligned_139_F_39_650_84,1,780
NW-024704743_52783694_aligned_140_R_5_2146_39,1,2149
NW-024704744_28397807_aligned_141_F_25_1374_9,1,1386
NW-024704742_100021767_aligned_142_R_12_1712_49,1,1742
NW-024704745_79072577_aligned_143_F_7_9323_28,1,9188
NW-024704745_31136825_aligned_144_R_0_1415_1,1,1399
NW-024704742_22305188_aligned_145_F_23_253_0,1,270
NW-024704748_10125133_aligned_146_R_15_3966_18,1,3969
NW-024704743_32563004_aligned_147_F_1669_2792_5,1,4421
NW-024704766_7517040_aligned_148_R_0_1322_0,1,1299
NW-024704813_130877_aligned_149_R_2_8597_1,1,8454
NW-024704987_56426_aligned_150_R_1_2538_13,1,2500
NW-024704743_81742797_aligned_151_F_0_10394_1,1,10136
NW-024704742_114954438_aligned_152_F_11_3387_3,1,3378
NW-024704759_6928400_aligned_153_R_1_8161_2,1,8043
NW-024704743_123583956_aligned_154_R_0_1688_0,1,1693
NW-024704742_39219429_aligned_155_R_39_1756_5,1,1774
NW-024704760_10408145_aligned_156_F_32_2995_0,1,2945
NW-024704742_10345940_aligned_157_R_9_3706_36,1,3706
NW-024704742_137173146_aligned_158_F_0_8038_0,1,7902
NW-024704746_45034620_aligned_159_F_17_3609_0,1,3588
NW-024704745_13615056_aligned_160_R_35_4111_1,1,4069
NW-024705290_22920_aligned_161_R_1_2130_1,1,2113
NW-024704756_4359323_aligned_162_R_50_6475_0,1,6402
NW-024704746_44902220_aligned_163_F_3_2052_45,1,2080
NW-024704744_98341905_aligned_164_R_0_4359_0,1,4316
NW-024704769_221037_aligned_165_F_0_14593_0,1,14411
NW-024704764_1373632_aligned_166_R_14_1631_5,1,1599
NW-024704744_899788_aligned_167_F_4_3394_10,1,3338
NW-024704743_100595605_aligned_168_R_23_10346_0,1,10172
NW-024704765_782664_aligned_169_F_0_4224_0,1,4203
NW-024704748_21263346_aligned_170_R_2_6030_20,1,6012
NW-024704744_54915402_aligned_171_F_47_3462_4,1,3491
NW-024704744_75741727_aligned_172_R_0_5816_0,1,5704
NW-024704776_189881_aligned_173_R_0_5827_0,1,5756
NW-024704745_43637697_aligned_174_R_69_435_1,1,499
NW-024705555_16064_aligned_175_F_14_1194_13,1,1178
NW-024704750_7149853_aligned_176_F_1757_4749_3,1,6461
NW-024704749_4585163_aligned_177_R_21_1557_0,1,1553
NW-024704744_34798943_aligned_178_F_0_3444_0,1,3342
NW-024704743_7929239_aligned_179_F_0_5823_0,1,5768
NW-024704748_3463338_aligned_180_F_1_7172_2,1,7061
NW-024704745_45886683_aligned_181_R_6_1721_14,1,1700
NW-024704747_1386657_aligned_182_F_0_655_0,1,630
NW-024704743_46623135_aligned_183_R_1_4816_14,1,4795
NW-024705004_69768_aligned_184_F_4_5089_2,1,4994
NW-024704759_3454726_aligned_185_F_0_11563_0,1,11457
NW-024704744_4744039_aligned_186_R_170_3432_138,1,3704
NW-024705351_33244_aligned_187_F_16_398_0,1,411
NW-024704756_5386334_aligned_188_F_0_3176_0,1,3086
NW-024704745_3582985_aligned_189_F_34_10943_0,1,10815
NW-024704744_60087661_aligned_190_F_0_3665_0,1,3610
NW-024704765_9791932_aligned_191_R_0_2793_5,1,2761
NW-024704742_57221496_aligned_192_R_0_2153_0,1,2141
NW-024704744_33044077_aligned_193_R_5_1553_6,1,1557
NW-024704746_58262760_aligned_194_R_33_2226_0,1,2259
NW-024704742_49333406_aligned_195_F_12_3541_5,1,3540
NW-024704743_16686948_aligned_196_F_28_5113_0,1,5059
NW-024704742_29354363_aligned_197_F_32_3194_8,1,3218
NW-024704746_20818134_aligned_198_F_17_5065_0,1,5093
NW-024704774_571633_aligned_199_R_1_7200_0,1,7161
NW-024704743_105030402_aligned_200_R_29_3370_0,1,3410
NW-024704744_94008608_aligned_201_R_1407_4351_3,1,5695
NW-024704746_14253108_aligned_202_F_4_351_37,1,392
NW-024704743_15625821_aligned_203_F_222_3283_98,1,3522
NW-024704770_123682_aligned_204_R_64_3470_0,1,3455
NW-024704742_9752170_aligned_205_R_12_1070_7,1,1078
NW-024704756_7465255_aligned_206_R_23_871_0,1,904
NW-024705052_25681_aligned_207_F_27_1133_33,1,1176
NW-024704743_68133182_aligned_208_F_144_4434_33,1,4516
NW-024704746_1822237_aligned_209_R_11_685_69,1,759
NW-024704743_34284306_aligned_210_F_50_5682_4,1,5620
NW-024704742_52391815_aligned_211_F_5_2951_0,1,2913
NW-024704744_76063160_aligned_212_F_11_1330_4,1,1324
NW-024704743_121424514_aligned_213_F_5_3173_4,1,3138
NW-024704743_67819416_aligned_214_R_453_3306_9,1,3708
NW-024704750_14696294_aligned_215_F_48_2734_23,1,2785
NW-024704742_56386059_aligned_216_F_5_2746_0,1,2716
NW-024704742_133292078_aligned_217_F_3_3282_0,1,3285
NW-024704753_7179748_aligned_218_R_2_979_89,1,1054
NW-024704742_42250318_aligned_219_F_0_1247_11,1,1220
NW-024704754_15521718_aligned_220_F_39_3099_0,1,3122
NW-024704750_13005547_aligned_221_F_2_429_14,1,441
NW-024704742_117380261_aligned_222_F_0_2380_0,1,2389
NW-024704746_54181346_aligned_223_F_1029_1949_3250,1,6203
NW-024704765_7797721_aligned_224_F_1171_4085_1,1,5206
NW-024704744_65707415_aligned_225_R_2_671_2,1,646
NW-024704745_27812843_aligned_226_R_2_4281_1,1,4226
NW-024705634_319_aligned_227_F_14_1566_3,1,1523
NW-024704754_4880219_aligned_228_R_20_4193_0,1,4124
NW-024704749_16942631_aligned_229_F_0_4852_0,1,4777
NW-024704750_9382805_aligned_230_R_23_4440_0,1,4369
NW-024704749_9592809_aligned_231_R_6_1276_13,1,1281
NW-024704746_51150440_aligned_232_R_13_4061_12,1,4002
NW-024704745_1064518_aligned_233_F_48_1695_1,1,1750
NW-024704761_6011051_aligned_234_R_8_8758_8,1,8707
NW-024704743_33940351_aligned_235_F_6_6095_5,1,6117
NW-024704757_3266244_aligned_236_R_954_7906_944,1,9628
NW-024704746_45987202_aligned_237_F_15_2001_0,1,1979
NW-024704753_15363207_aligned_238_F_31_4266_0,1,4215
NW-024704743_26340644_aligned_239_F_34_5464_2,1,5407
NW-024704743_41289698_aligned_240_R_2_1904_1,1,1866
NW-024704742_115099660_aligned_241_R_1012_598_1453,1,3064
NW-024704762_1652106_aligned_242_R_0_3801_11,1,3777
NW-024704745_20886697_aligned_243_F_259_170_213,1,643
NW-024704746_41250063_aligned_244_F_2_4986_0,1,4894
NW-024705071_76111_aligned_245_F_209_1893_32,1,2071
NW-024704755_17528769_aligned_246_F_0_1475_0,1,1474
NW-024704755_1619554_aligned_247_R_926_1303_6,1,2219
NW-024704746_42789776_aligned_248_R_4_2471_0,1,2423
NW-024704742_61178165_aligned_249_R_0_5883_0,1,5840
NW-024704753_14047160_aligned_250_R_1_3812_6,1,3787
NW-024704744_50780968_aligned_251_R_119_2815_1,1,2908
NW-024704750_14878378_aligned_252_F_2_6280_0,1,6178
NW-024704742_121563651_aligned_253_F_25_2038_1,1,2068
NW-024704742_93265293_aligned_254_F_10_3825_0,1,3742
NW-024704744_67054883_aligned_255_F_537_5914_3,1,6436
NW-024704755_8321727_aligned_256_F_10_2532_9,1,2508
NW-024704745_62855248_aligned_257_F_0_1852_0,1,1842
NW-024704754_5083895_aligned_258_R_14_1672_4,1,1655
NW-024704764_7358386_aligned_259_R_9_3532_4,1,3512
NW-024704753_18925187_aligned_260_R_2_582_0,1,553
NW-024706006_7824_aligned_261_R_4_4016_12,1,3953
NW-024704762_2763333_aligned_262_F_38_1472_22,1,1518
NW-024705370_16744_aligned_263_F_17_4459_0,1,4426
NW-024704743_113791683_aligned_264_R_0_3564_0,1,3479
NW-024704745_6756920_aligned_265_R_8_552_9,1,555
NW-024704743_106875862_aligned_266_R_18_7669_27,1,7589
NW-024704746_6033181_aligned_267_R_6_2498_59,1,2514
NW-024704746_68901865_aligned_268_R_21_1346_24,1,1386
NW-024704762_2498929_aligned_269_F_6_4117_2,1,4037
NW-024704749_5923618_aligned_270_R_139_4023_65,1,4141
NW-024704748_22207158_aligned_271_F_5_1482_0,1,1458
NW-024704754_539790_aligned_272_R_1477_9799_36,1,11184
NW-024704750_2677868_aligned_273_R_1_4832_0,1,4741
NW-024704752_932634_aligned_274_R_0_2526_0,1,2448
NW-024704743_72518138_aligned_275_F_1_3773_3,1,3693
NW-024704743_48289163_aligned_276_R_39_12391_11,1,12327
NW-024704748_19550104_aligned_277_F_0_5101_0,1,5016
NW-024704743_8225528_aligned_278_F_27_778_3,1,814
NW-024704763_7138366_aligned_279_F_0_3024_2,1,2989
NW-024704744_42229445_aligned_280_F_5_11002_16,1,10817
NW-024704748_18406148_aligned_281_R_7_4122_11,1,4069
NW-024704760_6211687_aligned_282_R_2_743_0,1,737
NW-024704766_7999670_aligned_283_F_363_6169_687,1,7148
NW-024704743_90094102_aligned_284_R_14_2160_2,1,2156
NW-024704747_3578215_aligned_285_F_0_3682_0,1,3622
NW-024704742_892154_aligned_286_F_18_2949_6,1,2953
NW-024706090_2061_aligned_287_F_0_2011_0,1,1981
NW-024704743_84188341_aligned_288_F_10_5274_0,1,5233
NW-024704742_37105429_aligned_289_F_65_4798_23,1,4847
NW-024704755_10060834_aligned_290_F_10_2446_19,1,2441
NW-024704757_10615403_aligned_291_R_0_2383_0,1,2337
NW-024704753_7349462_aligned_292_F_15_4703_82,1,4697
NW-024704759_12295215_aligned_293_F_18_3292_9,1,3275
NW-024704742_15177547_aligned_294_F_68_5417_39,1,5434
NW-024704744_36184995_aligned_295_F_6_2536_0,1,2503
NW-024704757_8483402_aligned_296_R_1_293_0,1,286
NW-024704742_26807631_aligned_297_F_0_1789_0,1,1773
NW-024704746_45641288_aligned_298_F_2_4815_1,1,4758
NW-024704749_21173524_aligned_299_F_66_3867_44,1,3951
NW-024704744_51299316_aligned_300_F_1_5391_0,1,5292
NW-024704742_99818649_aligned_301_R_7_245_0,1,257
NW-024704993_71187_aligned_302_R_41_6542_0,1,6484
NW-024704761_2171746_aligned_303_R_10_7423_7,1,7368
NW-024704773_2424268_aligned_304_F_3_1738_18,1,1756
NW-024704742_65627614_aligned_305_F_14_4245_6,1,4219
NW-024704744_63903738_aligned_306_R_0_2846_0,1,2829
NW-024704744_16481271_aligned_307_F_4_1300_27,1,1332
NW-024704747_5474599_aligned_308_R_19_3058_1,1,2996
NW-024704749_18627464_aligned_309_F_0_2734_1,1,2749
NW-024704743_110016131_aligned_310_R_2_4216_0,1,4175
NW-024704749_13836085_aligned_311_F_127_14133_0,1,14011
NW-024704743_78347274_aligned_312_R_0_2022_0,1,2006
NW-024704761_7716566_aligned_313_R_8_3907_19,1,3895
NW-024704743_21467065_aligned_314_R_0_8975_0,1,8814
NW-024704759_3461176_aligned_315_F_76_3995_0,1,4014
NW-024704747_6793646_aligned_316_R_23_2857_0,1,2856
NW-024704766_1638608_aligned_317_R_43_6215_0,1,6202
NW-024704754_7466681_aligned_318_F_24_5470_3,1,5413
NW-024704742_73006883_aligned_319_F_170_3996_14,1,4155
NW-024704744_60066203_aligned_320_R_0_19869_0,1,19650
NW-024704742_57652475_aligned_321_F_0_3379_2,1,3339
NW-024704742_8046597_aligned_322_F_2653_8587_18,1,11072
NW-024704759_1983954_aligned_323_R_4_1517_3,1,1497
NW-024704860_66403_aligned_324_F_16_2754_0,1,2757
NW-024704742_76880912_aligned_325_F_34_618_0,1,666
NW-024704766_8486419_aligned_326_R_5_6808_22,1,6772
NW-024704743_82929388_aligned_327_F_2_494_1,1,495
NW-024704745_21722981_aligned_328_R_5_5572_10,1,5533
NW-024704758_8523346_aligned_329_R_1_2926_37,1,2900
NW-024704746_41513210_aligned_330_R_16_736_0,1,751
NW-024704742_67925052_aligned_331_R_5_5462_2,1,5392
NW-024704748_20608374_aligned_332_F_18_2992_2,1,2984
NW-024704744_63310207_aligned_333_F_22_8017_6,1,7901
NW-024704744_93198353_aligned_334_F_1_5741_0,1,5618
NW-024704749_8582806_aligned_335_R_7_332_0,1,350
NW-024704744_72081748_aligned_336_R_2_261_0,1,272
NW-024704743_109562683_aligned_337_F_6_6395_12,1,6297
NW-024704761_2810224_aligned_338_F_267_1340_10,1,1608
NW-024705151_46644_aligned_339_R_0_2731_0,1,2687
NW-024704745_52148700_aligned_340_R_3_618_11,1,616
NW-024704761_8647849_aligned_341_R_128_2716_17,1,2776
NW-024705619_17536_aligned_342_R_0_12642_0,1,12535
NW-024704743_82653664_aligned_343_F_14_3916_0,1,3860
NW-024704749_15128133_aligned_344_F_1_3562_0,1,3525
NW-024704742_20650156_aligned_345_F_0_7876_16,1,7755
NW-024704749_10375218_aligned_346_R_38_1745_3,1,1759
NW-024704743_52556160_aligned_347_F_0_11715_0,1,11490
NW-024704747_19886331_aligned_348_R_7_3016_0,1,2988
NW-024704742_110549281_aligned_349_F_25_3543_0,1,3498
NW-024704744_74687271_aligned_350_F_15_3721_22,1,3709
NW-024704742_102440721_aligned_351_R_0_7694_0,1,7557
NW-024704759_462733_aligned_352_R_14_382_2,1,394
NW-024704761_269883_aligned_353_R_184_1428_2,1,1608
NW-024704744_42030467_aligned_354_F_3910_11433_5,1,15246
NW-024704744_74847604_aligned_355_F_17_1114_0,1,1094
NW-024704753_516754_aligned_356_F_2_1365_75,1,1412
NW-024704768_1726318_aligned_357_R_0_899_0,1,865
NW-024704743_72124245_aligned_358_R_2_5458_0,1,5376
NW-024704747_16290054_aligned_359_R_1_567_3,1,573
NW-024704770_2928607_aligned_360_F_16_6955_2,1,6900
NW-024704742_12682079_aligned_361_R_17_2865_0,1,2829
NW-024704745_71917527_aligned_362_R_2_10800_0,1,10684
NW-024704742_84429510_aligned_363_F_5_5947_1,1,5880
NW-024704746_12448162_aligned_364_R_1_3967_0,1,3908
NW-024704744_42522004_aligned_365_F_4_5792_2,1,5715
NW-024704742_75431373_aligned_366_R_18_4070_9,1,4042
NW-024704742_7733261_aligned_367_R_38_4819_9,1,4744
NW-024704757_15803762_aligned_368_R_22_9167_6,1,9122
NW-024704743_48601120_aligned_369_R_9_3515_3,1,3505
NW-024704742_3364586_aligned_370_R_1_5607_0,1,5543
NW-024704759_5220322_aligned_371_R_8_10241_0,1,10106
NW-024704742_93086412_aligned_372_R_6_1426_0,1,1407
NW-024705215_54707_aligned_373_F_0_5396_0,1,5320
NW-024705359_42773_aligned_374_R_0_4410_1,1,4390
NW-024704743_71251065_aligned_375_F_0_3490_0,1,3433
NW-024704747_404150_aligned_376_R_7_16852_13,1,16609
NW-024704746_9083623_aligned_377_F_3_307_0,1,304
NW-024704756_1287109_aligned_378_F_14_1446_0,1,1441
NW-024704769_2468547_aligned_379_R_0_5674_0,1,5625
NW-024704746_37571990_aligned_380_F_7_2978_20,1,2991
NW-024704742_70292558_aligned_381_R_2_3595_15,1,3552
NW-024704742_118382798_aligned_382_F_12_2200_0,1,2238
NW-024704745_40238445_aligned_383_R_44_3155_21,1,3176
NW-024704744_94923324_aligned_384_F_1_252_4,1,256
NW-024704744_78218245_aligned_385_F_16_4796_14,1,4748
NW-024704742_122736778_aligned_386_F_38_3486_0,1,3459
NW-024704742_73077314_aligned_387_R_4_4943_0,1,4881
NW-024704743_99179696_aligned_388_R_8_3363_2,1,3325
NW-024704753_11731457_aligned_389_F_43_4633_14,1,4676
NW-024704766_890501_aligned_390_R_12_3165_7,1,3120
NW-024704774_1184888_aligned_391_F_1_2051_0,1,2050
NW-024704749_13875318_aligned_392_R_5_927_30,1,955
NW-024704754_12793942_aligned_393_F_49_1715_1,1,1734
NW-024704743_2011984_aligned_394_R_0_3265_5,1,3236
NW-024704771_1872737_aligned_395_R_24_2053_6,1,2066
NW-024705407_10241_aligned_396_F_8_3901_42,1,3877
NW-024704759_13861040_aligned_397_F_1_2106_2,1,2110
NW-024704745_57618514_aligned_398_F_30_1537_132,1,1640
NW-024704749_12683137_aligned_399_F_6_2419_13,1,2378
NW-024704761_2341820_aligned_400_R_41_1828_0,1,1874
NW-024705218_1821_aligned_401_R_1_4854_0,1,4837
NW-024704756_15579696_aligned_402_R_7_5036_5,1,4992
NW-024704751_19002114_aligned_403_R_71_5928_10,1,5910
NW-024704750_18031372_aligned_404_R_3_7038_13,1,6974
NW-024704742_71814140_aligned_405_R_5_1205_35,1,1227
NW-024704753_19227570_aligned_406_R_4_3722_3,1,3711
NW-024704742_29974799_aligned_407_F_2_9504_31,1,9461
NW-024704744_83939098_aligned_408_F_1_3947_0,1,3898
NW-024704753_16297067_aligned_409_F_55_2792_1,1,2810
NW-024704761_12536300_aligned_410_R_0_1924_0,1,1923
NW-024704750_19993901_aligned_411_R_0_12224_0,1,11966
NW-024704759_9516809_aligned_412_R_0_3577_0,1,3526
NW-024704768_5240413_aligned_413_F_0_2444_0,1,2424
NW-024704743_5778026_aligned_414_R_2_2584_14,1,2561
NW-024704752_4425589_aligned_415_R_1_2848_0,1,2801
NW-024704747_21829791_aligned_416_R_9_17319_0,1,17040
NW-024704944_17762_aligned_417_F_20_5582_4,1,5531
NW-024704760_9394265_aligned_418_R_0_5273_0,1,5161
NW-024704770_232317_aligned_419_R_19_8460_3,1,8402
NW-024704742_79986828_aligned_420_F_324_1249_893,1,2430
NW-024704744_28716319_aligned_421_F_3_2629_0,1,2640
NW-024704772_1623420_aligned_422_F_14_5932_0,1,5888
NW-024704742_40499013_aligned_423_F_18_881_0,1,894
NW-024704749_24187743_aligned_424_F_2_5955_0,1,5827
NW-024704902_20243_aligned_425_F_20_6602_11,1,6573
NW-024704743_19172583_aligned_426_R_0_5829_0,1,5795
NW-024704747_25924828_aligned_427_F_5_5946_17,1,5931
NW-024704742_25770686_aligned_428_R_0_1770_3,1,1782
NW-024704757_1663520_aligned_429_R_766_5010_1337,1,7029
NW-024704761_9079929_aligned_430_R_0_1215_0,1,1202
NW-024704743_46625082_aligned_431_F_93_5787_12,1,5792
NW-024704743_43619199_aligned_432_R_31_2998_4,1,2997
NW-024704767_6114357_aligned_433_F_34_4151_19,1,4149
NW-024704744_66567382_aligned_434_F_5_1204_72,1,1282
NW-024704752_11778480_aligned_435_F_5_4608_12,1,4591
NW-024705857_11569_aligned_436_R_6_4423_14,1,4369
NW-024704762_2426529_aligned_437_F_0_3890_0,1,3831
NW-024704761_1982850_aligned_438_F_3_5097_0,1,5063
NW-024704743_21142971_aligned_439_F_0_2899_4,1,2828
NW-024704773_2412221_aligned_440_R_45_3451_24,1,3465
NW-024704745_24728455_aligned_441_F_0_12040_0,1,11899
NW-024704742_60571819_aligned_442_R_0_2168_0,1,2144
NW-024704742_17342_aligned_443_R_0_3201_15,1,3171
NW-024704745_41112256_aligned_444_F_25_1673_8,1,1679
NW-024704745_6541745_aligned_445_R_0_2194_0,1,2160
NW-024704745_35670997_aligned_446_F_1369_4276_133,1,5733
NW-024704745_48848966_aligned_447_R_0_4479_0,1,4405
NW-024704755_12659603_aligned_448_R_10_1763_8,1,1777
NW-024704753_11461658_aligned_449_F_4_1144_3,1,1122
NW-024704745_46937017_aligned_450_R_3_1411_39,1,1417
NW-024704753_4019358_aligned_451_F_19_3515_0,1,3538
NW-024704756_860376_aligned_452_R_47_2144_60,1,2216
NW-024704917_89901_aligned_453_F_175_6830_43,1,7012
